lead_id,origen,score,motivos,horas,contactos,precio_lista,pidio_cita,manifesto_cuota,pago_credito
LD-00115,ia,6,credito,34.28333333333333,3.0,5290000.0,0,0,1
LD-00116,ia,7,cuota_inicial+canal_whatsapp,72.0,4.0,22900000.0,0,1,0
LD-00117,ia,2,cuota_inicial+credito+canal_whatsapp,96.0,3.0,13990000.0,0,1,1
LD-00118,,11,canal_whatsapp,30.0,3.0,21900000.0,0,0,0
LD-00119,,17,contacto_rapido+canal_whatsapp,2.0,3.0,11990000.0,0,0,0
LD-00120,,8,seguimiento,72.0,3.0,9890000.0,0,0,0
LD-00121,,15,contacto_rapido,6.0,3.0,15490000.0,0,0,0
LD-00122,ia,18,seguimiento,24.0,1.0,7190000.0,0,0,0
LD-00123,,6,seguimiento,96.0,3.0,9890000.0,0,0,0
LD-00124,ia,6,cuota_inicial,96.0,3.0,8990000.0,0,1,0
LD-00125,,17,contacto_rapido,4.0,3.0,10000000.0,0,0,0
LD-00126,ia,13,canal_whatsapp,30.0,1.0,6290000.0,0,0,0
LD-00127,,17,contacto_rapido,0.0,3.0,13990000.0,0,0,0
LD-00128,ia,13,seguimiento,30.0,3.0,6290000.0,0,0,0
LD-00129,,14,canal_whatsapp,24.0,3.0,7990000.0,0,0,0
LD-00130,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6290000.0,0,0,0
LD-00131,,14,seguimiento,24.0,3.0,5790000.0,0,0,0
LD-00132,,11,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00133,ia,3,credito,101.71666666666667,3.0,11990000.0,0,0,1
LD-00134,,18,contacto_rapido,1.0,3.0,7990000.0,0,0,0
LD-00135,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6290000.0,0,0,0
LD-00136,,13,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00137,,20,seguimiento,17.35,3.0,5790000.0,0,0,0
LD-00138,,14,seguimiento,23.05,3.0,7990000.0,0,0,0
LD-00139,ia,17,cuota_inicial+contacto_rapido,6.0,3.0,7290000.0,0,1,0
LD-00140,,14,canal_whatsapp,24.0,3.0,6990000.0,0,0,0
LD-00141,,13,seguimiento,24.0,3.0,10490000.0,0,0,0
LD-00142,,21,contacto_rapido,0.0,3.0,14990000.0,0,0,0
LD-00143,ia,12,cuota_inicial,40.43333333333333,3.0,6990000.0,0,1,0
LD-00144,ia,21,contacto_rapido,6.0,1.0,8990000.0,0,0,0
LD-00145,ia,18,cuota_inicial+contacto_rapido+canal_whatsapp,1.0,3.0,6890000.0,0,1,0
LD-00146,ia,13,seguimiento,24.0,1.0,7990000.0,0,0,0
LD-00147,,6,seguimiento,96.0,3.0,5290000.0,0,0,0
LD-00148,ia,13,canal_whatsapp,30.0,3.0,9890000.0,0,0,0
LD-00149,,8,canal_whatsapp,72.0,3.0,6890000.0,0,0,0
LD-00150,,14,canal_whatsapp,24.0,3.0,9890000.0,0,0,0
LD-00151,,11,seguimiento,24.0,3.0,24900000.0,0,0,0
LD-00152,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6590000.0,0,0,0
LD-00153,ia,19,contacto_rapido+canal_whatsapp,1.0,3.0,6290000.0,0,0,0
LD-00154,ia,4,credito+canal_whatsapp,68.71666666666667,3.0,5790000.0,0,0,1
LD-00155,ia,18,seguimiento,25.966666666666665,3.0,6890000.0,0,0,0
LD-00156,,13,canal_whatsapp,24.0,3.0,14990000.0,0,0,0
LD-00157,,15,contacto_rapido+canal_whatsapp,1.8333333333333333,3.0,22900000.0,0,0,0
LD-00158,,15,canal_whatsapp,24.0,3.0,5290000.0,0,0,0
LD-00159,ia,13,cuota_inicial,24.0,3.0,10490000.0,0,1,0
LD-00160,ia,7,cuota_inicial+canal_whatsapp,72.0,4.0,21900000.0,0,1,0
LD-00161,,11,seguimiento,24.0,3.0,24900000.0,0,0,0
LD-00162,ia,11,cuota_inicial+credito+contacto_rapido,2.0,3.0,6290000.0,0,1,1
LD-00163,,24,contacto_rapido,0.0,3.0,6990000.0,0,0,0
LD-00164,ia,13,canal_whatsapp,12.0,3.0,24900000.0,0,0,0
LD-00165,,8,canal_whatsapp,68.06666666666666,3.0,10000000.0,0,0,0
LD-00166,ia,5,credito,24.0,3.0,15490000.0,0,0,1
LD-00167,ia,5,credito+canal_whatsapp,30.0,3.0,15490000.0,0,0,1
LD-00168,,16,contacto_rapido,2.0,3.0,15490000.0,0,0,0
LD-00169,,18,contacto_rapido+canal_whatsapp,4.0,3.0,5590000.0,0,0,0
LD-00170,ia,13,pidio_cita+cuota_inicial,48.0,3.0,4990000.0,1,1,0
LD-00171,,15,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00172,ia,8,credito,24.0,3.0,11490000.0,0,0,1
LD-00173,ia,14,seguimiento,24.0,3.0,7490000.0,0,0,0
LD-00174,,19,contacto_rapido+canal_whatsapp,2.0,3.0,6290000.0,0,0,0
LD-00175,ia,5,credito+canal_whatsapp,24.0,3.0,24900000.0,0,0,1
LD-00176,,17,contacto_rapido,4.0,3.0,7290000.0,0,0,0
LD-00177,,16,canal_whatsapp,18.0,3.0,6290000.0,0,0,0
LD-00178,,13,canal_whatsapp,12.0,3.0,21900000.0,0,0,0
LD-00179,ia,14,seguimiento,30.0,4.0,5790000.0,0,0,0
LD-00180,,16,contacto_rapido,1.0,3.0,13990000.0,0,0,0
LD-00181,ia,9,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,5290000.0,0,1,1
LD-00182,,21,seguimiento,9.866666666666667,3.0,8990000.0,0,0,0
LD-00183,ia,24,contacto_rapido,0.0,3.0,5590000.0,0,0,0
LD-00184,,19,seguimiento,24.0,3.0,6890000.0,0,0,0
LD-00185,ia,16,contacto_rapido+canal_whatsapp,1.0,1.0,11490000.0,0,0,0
LD-00186,,13,seguimiento,24.0,3.0,13990000.0,0,0,0
LD-00187,,24,contacto_rapido,0.0,3.0,7290000.0,0,0,0
LD-00188,,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00189,ia,8,seguimiento,48.0,3.0,24900000.0,0,0,0
LD-00190,ia,15,cuota_inicial,24.0,4.0,5790000.0,0,1,0
LD-00191,fallback,18,seguimiento,24.0,3.0,8990000.0,0,0,0
LD-00192,,11,canal_whatsapp,48.0,3.0,7990000.0,0,0,0
LD-00193,ia,6,cuota_inicial+credito,24.0,3.0,7990000.0,0,1,1
LD-00194,ia,14,canal_whatsapp,24.0,3.0,7490000.0,0,0,0
LD-00195,ia,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00196,ia,16,canal_whatsapp,10.566666666666666,3.0,9890000.0,0,0,0
LD-00197,ia,14,cuota_inicial,24.0,3.0,8990000.0,0,1,0
LD-00198,,18,contacto_rapido,1.0,3.0,6290000.0,0,0,0
LD-00199,,13,canal_whatsapp,24.0,3.0,13990000.0,0,0,0
LD-00200,ia,13,seguimiento,30.0,1.0,5290000.0,0,0,0
LD-00201,ia,12,canal_whatsapp,24.0,3.0,21900000.0,0,0,0
LD-00202,ia,15,seguimiento,47.166666666666664,3.0,5790000.0,0,0,0
LD-00203,ia,18,contacto_rapido+canal_whatsapp,1.0,3.0,7490000.0,0,0,0
LD-00204,,14,canal_whatsapp,24.0,3.0,7990000.0,0,0,0
LD-00205,,22,contacto_rapido,4.0,3.0,10490000.0,0,0,0
LD-00206,,19,contacto_rapido+canal_whatsapp,0.0,3.0,5590000.0,0,0,0
LD-00207,,12,canal_whatsapp,43.15,3.0,7990000.0,0,0,0
LD-00208,ia,16,pidio_cita+cuota_inicial+contacto_rapido,1.0,3.0,8990000.0,1,1,0
LD-00209,ia,7,cuota_inicial+credito+canal_whatsapp,12.0,4.0,13990000.0,0,1,1
LD-00210,,19,contacto_rapido+canal_whatsapp,0.0,3.0,6890000.0,0,0,0
LD-00211,ia,6,credito,24.0,3.0,8990000.0,0,0,1
LD-00212,ia,11,seguimiento,50.733333333333334,3.0,24900000.0,0,0,0
LD-00213,ia,6,credito+contacto_rapido,0.0,3.0,22900000.0,0,0,1
LD-00214,ia,16,canal_whatsapp,12.0,3.0,7990000.0,0,0,0
LD-00215,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,10490000.0,0,1,1
LD-00216,,15,canal_whatsapp,24.0,3.0,5590000.0,0,0,0
LD-00217,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,11490000.0,0,1,1
LD-00218,,24,contacto_rapido,0.0,3.0,6990000.0,0,0,0
LD-00219,ia,8,credito,30.0,3.0,8990000.0,0,0,1
LD-00220,fallback,15,canal_whatsapp,24.0,3.0,5790000.0,0,0,0
LD-00221,,18,contacto_rapido,2.0,3.0,7290000.0,0,0,0
LD-00222,ia,14,seguimiento,24.0,4.0,8990000.0,0,0,0
LD-00223,ia,18,cuota_inicial,24.0,3.0,7490000.0,0,1,0
LD-00224,ia,6,credito+canal_whatsapp,24.0,3.0,15490000.0,0,0,1
LD-00225,,16,contacto_rapido+canal_whatsapp,4.0,3.0,13990000.0,0,0,0
LD-00226,,14,seguimiento,24.0,3.0,7490000.0,0,0,0
LD-00227,,18,contacto_rapido+canal_whatsapp,2.0,3.0,7290000.0,0,0,0
LD-00228,,8,canal_whatsapp,76.75,3.0,6590000.0,0,0,0
LD-00229,ia,14,cuota_inicial+canal_whatsapp,30.0,4.0,7990000.0,0,1,0
LD-00230,,17,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00231,ia,16,cuota_inicial+canal_whatsapp,12.0,4.0,11990000.0,0,1,0
LD-00232,,10,canal_whatsapp,48.0,3.0,14990000.0,0,0,0
LD-00233,,16,canal_whatsapp,17.75,3.0,5590000.0,0,0,0
LD-00234,ia,15,canal_whatsapp,24.0,4.0,6890000.0,0,0,0
LD-00235,,8,seguimiento,48.0,3.0,24900000.0,0,0,0
LD-00236,,19,contacto_rapido,0.0,3.0,5790000.0,0,0,0
LD-00237,ia,8,credito+contacto_rapido+canal_whatsapp,1.0,3.0,7990000.0,0,0,1
LD-00238,,18,contacto_rapido+canal_whatsapp,6.0,3.0,5590000.0,0,0,0
LD-00239,,13,canal_whatsapp,24.0,3.0,15490000.0,0,0,0
LD-00240,ia,7,cuota_inicial+credito+contacto_rapido+canal_whatsapp,1.0,3.0,22900000.0,0,1,1
LD-00241,,17,seguimiento,24.0,3.0,13990000.0,0,0,0
LD-00242,,16,contacto_rapido+canal_whatsapp,4.0,3.0,14990000.0,0,0,0
LD-00243,,18,contacto_rapido+canal_whatsapp,0.0,3.0,10000000.0,0,0,0
LD-00244,ia,14,canal_whatsapp,24.0,1.0,7290000.0,0,0,0
LD-00245,,14,canal_whatsapp,24.0,3.0,7190000.0,0,0,0
LD-00246,ia,16,seguimiento,13.716666666666667,3.0,5590000.0,0,0,0
LD-00247,ia,12,pidio_cita+canal_whatsapp,12.0,4.0,24900000.0,1,0,0
LD-00248,,8,canal_whatsapp,72.0,3.0,11490000.0,0,0,0
LD-00249,,11,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00250,ia,23,contacto_rapido,0.0,1.0,5790000.0,0,0,0
LD-00251,ia,4,credito,50.733333333333334,3.0,7490000.0,0,0,1
LD-00252,,11,canal_whatsapp,24.0,3.0,22900000.0,0,0,0
LD-00253,,11,canal_whatsapp,24.0,3.0,24900000.0,0,0,0
LD-00254,ia,12,seguimiento,24.0,1.0,11490000.0,0,0,0
LD-00255,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00256,ia,13,seguimiento,30.0,4.0,11490000.0,0,0,0
LD-00257,,22,contacto_rapido,6.0,3.0,7990000.0,0,0,0
LD-00258,,13,canal_whatsapp,24.0,3.0,11990000.0,0,0,0
LD-00259,,18,contacto_rapido,1.0,3.0,24900000.0,0,0,0
LD-00260,,17,contacto_rapido,2.0,3.0,10000000.0,0,0,0
LD-00261,,15,seguimiento,24.0,3.0,4990000.0,0,0,0
LD-00262,,16,seguimiento,18.0,3.0,22900000.0,0,0,0
LD-00263,,11,canal_whatsapp,48.0,3.0,6890000.0,0,0,0
LD-00264,,15,canal_whatsapp,18.0,3.0,7190000.0,0,0,0
LD-00265,,6,seguimiento,94.01666666666667,3.0,10000000.0,0,0,0
LD-00266,,14,contacto_rapido+canal_whatsapp,4.0,3.0,21900000.0,0,0,0
LD-00267,,13,seguimiento,48.0,3.0,14990000.0,0,0,0
LD-00268,,12,seguimiento,30.0,3.0,13990000.0,0,0,0
LD-00269,ia,16,seguimiento,32.2,1.0,6290000.0,0,0,0
LD-00270,,14,canal_whatsapp,24.0,3.0,7490000.0,0,0,0
LD-00271,,17,seguimiento,24.0,3.0,11990000.0,0,0,0
LD-00272,ia,18,contacto_rapido,0.0,3.0,7490000.0,0,0,0
LD-00273,ia,8,credito+contacto_rapido+canal_whatsapp,4.0,3.0,7490000.0,0,0,1
LD-00274,,14,contacto_rapido,6.0,3.0,21900000.0,0,0,0
LD-00275,,14,canal_whatsapp,24.0,3.0,8990000.0,0,0,0
LD-00276,ia,6,cuota_inicial+credito,24.0,3.0,5790000.0,0,1,1
LD-00277,ia,17,cuota_inicial+canal_whatsapp,12.0,4.0,6590000.0,0,1,0
LD-00278,ia,13,seguimiento,12.0,1.0,14990000.0,0,0,0
LD-00279,ia,16,contacto_rapido+canal_whatsapp,4.0,3.0,13990000.0,0,0,0
LD-00280,ia,19,cuota_inicial,24.0,3.0,5790000.0,0,1,0
LD-00281,ia,13,canal_whatsapp,24.0,3.0,13990000.0,0,0,0
LD-00282,,15,canal_whatsapp,24.0,3.0,6890000.0,0,0,0
LD-00283,,10,canal_whatsapp,32.516666666666666,3.0,24900000.0,0,0,0
LD-00284,,6,canal_whatsapp,96.0,3.0,10000000.0,0,0,0
LD-00285,ia,11,seguimiento,24.0,3.0,22900000.0,0,0,0
LD-00286,ia,8,cuota_inicial+credito,24.0,3.0,11990000.0,0,1,1
LD-00287,ia,20,seguimiento,17.9,4.0,7490000.0,0,0,0
LD-00288,ia,14,canal_whatsapp,30.0,3.0,6890000.0,0,0,0
LD-00289,,15,canal_whatsapp,24.0,3.0,5590000.0,0,0,0
LD-00290,,6,canal_whatsapp,96.0,3.0,9890000.0,0,0,0
LD-00291,ia,9,credito,12.0,3.0,15490000.0,0,0,1
LD-00292,,24,contacto_rapido,0.0,3.0,6290000.0,0,0,0
LD-00293,ia,14,contacto_rapido+canal_whatsapp,0.0,3.0,24900000.0,0,0,0
LD-00294,,0,seguimiento,721.0,3.0,6290000.0,0,0,0
LD-00295,ia,8,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,11290000.0,0,1,1
LD-00296,,14,canal_whatsapp,29.866666666666667,3.0,4990000.0,0,0,0
LD-00297,,17,contacto_rapido+canal_whatsapp,1.0,3.0,11990000.0,0,0,0
LD-00298,,10,seguimiento,72.0,3.0,14990000.0,0,0,0
LD-00299,ia,22,cuota_inicial+contacto_rapido,4.0,3.0,7990000.0,0,1,0
LD-00300,ia,14,canal_whatsapp,24.0,3.0,7290000.0,0,0,0
LD-00301,,0,canal_whatsapp,2856.0,3.0,9890000.0,0,0,0
LD-00302,ia,14,cuota_inicial+canal_whatsapp,24.0,3.0,7290000.0,0,1,0
LD-00303,,14,canal_whatsapp,24.0,3.0,7190000.0,0,0,0
LD-00304,ia,16,canal_whatsapp,17.183333333333334,3.0,7290000.0,0,0,0
LD-00305,,18,contacto_rapido+canal_whatsapp,6.0,3.0,5790000.0,0,0,0
LD-00306,ia,17,contacto_rapido+canal_whatsapp,6.0,1.0,5290000.0,0,0,0
LD-00307,,14,canal_whatsapp,24.0,3.0,10000000.0,0,0,0
LD-00308,,18,contacto_rapido+canal_whatsapp,2.0,3.0,10000000.0,0,0,0
LD-00309,,24,contacto_rapido,0.0,3.0,4990000.0,0,0,0
LD-00310,,13,canal_whatsapp,24.0,3.0,15490000.0,0,0,0
LD-00311,,14,canal_whatsapp,24.0,3.0,11290000.0,0,0,0
LD-00312,,17,contacto_rapido,2.0,3.0,10490000.0,0,0,0
LD-00313,ia,18,contacto_rapido+canal_whatsapp,0.0,3.0,11490000.0,0,0,0
LD-00314,ia,7,cuota_inicial+credito+contacto_rapido+canal_whatsapp,0.0,3.0,22900000.0,0,1,1
LD-00315,ia,17,contacto_rapido,4.0,1.0,7190000.0,0,0,0
LD-00316,,17,contacto_rapido+canal_whatsapp,6.0,3.0,9890000.0,0,0,0
LD-00317,ia,13,canal_whatsapp,24.0,1.0,11290000.0,0,0,0
LD-00318,,16,seguimiento,24.0,3.0,15490000.0,0,0,0
LD-00319,,19,contacto_rapido,0.0,3.0,5290000.0,0,0,0
LD-00320,ia,7,credito,17.783333333333335,3.0,7990000.0,0,0,1
LD-00321,,12,canal_whatsapp,24.0,3.0,21900000.0,0,0,0
LD-00322,ia,6,cuota_inicial+credito+canal_whatsapp,24.0,3.0,7290000.0,0,1,1
LD-00323,,0,seguimiento,744.0,3.0,6990000.0,0,0,0
LD-00324,,14,seguimiento,24.0,3.0,8990000.0,0,0,0
LD-00325,,21,contacto_rapido,6.0,3.0,11990000.0,0,0,0
LD-00326,,19,contacto_rapido+canal_whatsapp,0.0,3.0,5290000.0,0,0,0
LD-00327,ia,8,canal_whatsapp,72.75,1.0,7290000.0,0,0,0
LD-00328,ia,5,cuota_inicial+canal_whatsapp,116.88333333333334,4.0,6590000.0,0,1,0
LD-00329,,19,contacto_rapido+canal_whatsapp,1.0,3.0,5790000.0,0,0,0
LD-00330,ia,12,pidio_cita+cuota_inicial,26.55,3.0,7990000.0,1,1,0
LD-00331,,13,canal_whatsapp,24.0,3.0,13990000.0,0,0,0
LD-00332,ia,18,contacto_rapido,1.0,3.0,5790000.0,0,0,0
LD-00333,ia,15,canal_whatsapp,21.85,4.0,7290000.0,0,0,0
LD-00334,ia,6,credito,24.0,3.0,7490000.0,0,0,1
LD-00335,,11,canal_whatsapp,30.0,3.0,21900000.0,0,0,0
LD-00336,fallback,0,seguimiento,1437.7333333333333,4.0,5790000.0,0,0,0
LD-00337,,14,seguimiento,24.0,3.0,7290000.0,0,0,0
LD-00338,,15,canal_whatsapp,22.216666666666665,3.0,5590000.0,0,0,0
LD-00339,,19,contacto_rapido+canal_whatsapp,0.0,3.0,7190000.0,0,0,0
LD-00340,,18,seguimiento,24.0,3.0,7990000.0,0,0,0
LD-00341,,6,seguimiento,72.0,3.0,24900000.0,0,0,0
